epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
195,1053.68,0.34341,0.29983,1.11396,0.99566,1,0.995,0.97543,0.30834,0.19069,1.10596,0.006799,0.006799,0.006799
196,1059.33,0.34971,0.31513,1.10911,0.99431,1,0.995,0.98485,0.25588,0.17075,1.06256,0.0067825,0.0067825,0.0067825
197,1064.17,0.34674,0.31651,1.11657,0.99661,0.99918,0.995,0.98707,0.2529,0.1696,1.06004,0.006766,0.006766,0.006766
198,1068.96,0.35263,0.31127,1.11751,0.994,0.99834,0.995,0.982,0.26493,0.17068,1.06863,0.0067495,0.0067495,0.0067495
199,1073.81,0.34337,0.29806,1.11683,0.99484,1,0.995,0.9798,0.26624,0.17704,1.07312,0.006733,0.006733,0.006733
200,1078.62,0.33777,0.29277,1.10324,0.99469,1,0.995,0.97925,0.26845,0.1747,1.0666,0.0067165,0.0067165,0.0067165
201,1083.47,0.35433,0.31656,1.11166,0.98962,1,0.995,0.97982,0.27651,0.17666,1.08373,0.0067,0.0067,0.0067
202,1088.55,0.33651,0.30623,1.10221,0.99565,0.99567,0.995,0.98508,0.26448,0.17225,1.08013,0.0066835,0.0066835,0.0066835
203,1093.57,0.34032,0.3065,1.10952,0.99418,1,0.995,0.98211,0.25471,0.17068,1.06362,0.006667,0.006667,0.006667
204,1098.76,0.3423,0.3098,1.11196,0.99388,1,0.995,0.982,0.25592,0.17125,1.07694,0.0066505,0.0066505,0.0066505
205,1103.6,0.35015,0.30943,1.10736,0.99649,1,0.995,0.98207,0.25857,0.1703,1.07724,0.006634,0.006634,0.006634
206,1108.39,0.33851,0.3036,1.10905,0.99516,1,0.995,0.98121,0.27069,0.17396,1.06792,0.0066175,0.0066175,0.0066175
207,1113.44,0.33304,0.29661,1.0931,0.99156,1,0.995,0.97994,0.26694,0.17424,1.06363,0.006601,0.006601,0.006601
208,1118.71,0.34416,0.31763,1.11309,0.99464,1,0.995,0.98153,0.27195,0.18277,1.0643,0.0065845,0.0065845,0.0065845
209,1123.57,0.34239,0.30429,1.09603,0.99598,1,0.995,0.98302,0.26323,0.1726,1.06661,0.006568,0.006568,0.006568
210,1128.86,0.33308,0.30233,1.10717,0.99021,1,0.995,0.98722,0.25585,0.17502,1.05818,0.0065515,0.0065515,0.0065515
211,1133.94,0.34673,0.31268,1.12148,0.99421,1,0.995,0.97959,0.25987,0.17084,1.06608,0.006535,0.006535,0.006535
212,1139.28,0.33496,0.29864,1.10251,0.99484,1,0.995,0.9804,0.26041,0.17185,1.06479,0.0065185,0.0065185,0.0065185
213,1144.09,0.33611,0.3035,1.11042,0.99473,1,0.995,0.98215,0.26266,0.17342,1.06347,0.006502,0.006502,0.006502
214,1149.02,0.33842,0.30823,1.10128,0.99432,1,0.995,0.98375,0.25764,0.17057,1.07895,0.0064855,0.0064855,0.0064855
215,1154.05,0.34096,0.31206,1.1119,0.99336,0.99998,0.995,0.98705,0.26398,0.17633,1.07257,0.006469,0.006469,0.006469
216,1158.86,0.33938,0.30767,1.0989,0.99427,1,0.995,0.98344,0.25657,0.17909,1.0654,0.0064525,0.0064525,0.0064525
217,1163.93,0.329,0.30208,1.08859,0.99109,0.99648,0.995,0.98329,0.25284,0.17587,1.07013,0.006436,0.006436,0.006436
218,1169.21,0.33183,0.29849,1.09178,0.99546,0.99402,0.995,0.97911,0.27071,0.17749,1.06631,0.0064195,0.0064195,0.0064195
219,1174.46,0.34244,0.31525,1.12105,0.99702,1,0.995,0.97966,0.26515,0.17629,1.06011,0.006403,0.006403,0.006403
220,1179.74,0.3406,0.30394,1.11944,0.99456,1,0.995,0.98456,0.25451,0.17075,1.05485,0.0063865,0.0063865,0.0063865
221,1185,0.33848,0.30866,1.10236,0.99425,1,0.995,0.98308,0.27056,0.17141,1.07038,0.00637,0.00637,0.00637
222,1189.88,0.33805,0.30134,1.11058,0.99382,1,0.995,0.98582,0.26351,0.16742,1.07702,0.0063535,0.0063535,0.0063535
223,1194.92,0.333,0.2956,1.09092,0.99179,1,0.995,0.98063,0.26188,0.16671,1.07426,0.006337,0.006337,0.006337
224,1199.96,0.33271,0.30361,1.10153,0.99375,1,0.995,0.98316,0.25721,0.16784,1.06494,0.0063205,0.0063205,0.0063205
225,1204.99,0.33658,0.30348,1.1164,0.99491,1,0.995,0.98151,0.26323,0.17376,1.06401,0.006304,0.006304,0.006304
226,1209.85,0.32402,0.30262,1.09271,0.99173,1,0.995,0.98464,0.24892,0.1662,1.05572,0.0062875,0.0062875,0.0062875
227,1214.89,0.31742,0.28196,1.07401,0.99248,1,0.995,0.9873,0.25253,0.17105,1.0544,0.006271,0.006271,0.006271
228,1219.94,0.33395,0.30464,1.10204,0.99531,1,0.995,0.98731,0.25344,0.17456,1.05501,0.0062545,0.0062545,0.0062545
229,1225.25,0.32477,0.29917,1.09746,0.99638,1,0.995,0.98517,0.25256,0.17552,1.05684,0.006238,0.006238,0.006238
230,1230.3,0.31666,0.29278,1.09217,0.99479,1,0.995,0.98659,0.25517,0.17051,1.0663,0.0062215,0.0062215,0.0062215
231,1235.34,0.32895,0.30883,1.10668,0.9969,1,0.995,0.98133,0.26532,0.16711,1.07936,0.006205,0.006205,0.006205
232,1240.26,0.32097,0.29657,1.08164,0.99477,1,0.995,0.98519,0.25771,0.17198,1.06511,0.0061885,0.0061885,0.0061885
233,1245.07,0.33419,0.32204,1.11634,0.99316,1,0.995,0.98673,0.25831,0.17258,1.07137,0.006172,0.006172,0.006172
234,1250.24,0.32368,0.29833,1.09528,0.99388,1,0.995,0.98103,0.28103,0.17325,1.08913,0.0061555,0.0061555,0.0061555
235,1255.05,0.32256,0.29669,1.09509,0.99253,1,0.995,0.98529,0.26345,0.16611,1.07535,0.006139,0.006139,0.006139
236,1260.29,0.32636,0.29179,1.09003,0.99313,1,0.995,0.98278,0.25689,0.1677,1.07686,0.0061225,0.0061225,0.0061225
237,1265.35,0.31761,0.28538,1.08245,0.99522,1,0.995,0.98566,0.25986,0.16563,1.07265,0.006106,0.006106,0.006106
238,1270.61,0.31491,0.28932,1.084,0.995,1,0.995,0.98438,0.2565,0.16913,1.0663,0.0060895,0.0060895,0.0060895
239,1275.31,0.31667,0.3021,1.09238,0.9948,1,0.995,0.98709,0.25121,0.16321,1.06491,0.006073,0.006073,0.006073
240,1280.53,0.3199,0.29081,1.09115,0.99454,1,0.995,0.9828,0.25589,0.16353,1.06684,0.0060565,0.0060565,0.0060565
241,1285.59,0.32114,0.29677,1.1059,0.99533,1,0.995,0.98326,0.25892,0.16775,1.07615,0.00604,0.00604,0.00604
242,1290.99,0.31941,0.28868,1.09381,0.99369,1,0.995,0.98686,0.24756,0.16423,1.05953,0.0060235,0.0060235,0.0060235
243,1296.05,0.32211,0.30131,1.09368,0.99283,1,0.995,0.98566,0.25997,0.17435,1.06484,0.006007,0.006007,0.006007
244,1300.85,0.30925,0.28533,1.08117,0.99378,1,0.995,0.98197,0.25286,0.16538,1.0689,0.0059905,0.0059905,0.0059905
245,1306.09,0.31658,0.28642,1.09262,0.99393,1,0.995,0.98657,0.25211,0.16797,1.06024,0.005974,0.005974,0.005974
246,1312.49,0.31652,0.29271,1.08312,0.98991,1,0.995,0.98372,0.24971,0.16731,1.05692,0.0059575,0.0059575,0.0059575
247,1317.71,0.31137,0.28364,1.07765,0.99281,1,0.995,0.9889,0.24461,0.16567,1.05303,0.005941,0.005941,0.005941
248,1325.29,0.31971,0.2928,1.09193,0.99345,1,0.995,0.98704,0.25261,0.17167,1.06732,0.0059245,0.0059245,0.0059245
249,1330.35,0.30779,0.28821,1.07939,0.99578,1,0.995,0.98526,0.2569,0.16583,1.07458,0.005908,0.005908,0.005908
250,1335.39,0.30541,0.27131,1.08721,0.99247,0.99933,0.995,0.98393,0.25263,0.1553,1.07124,0.0058915,0.0058915,0.0058915
251,1340.66,0.31329,0.27944,1.07843,0.99426,1,0.995,0.98798,0.25903,0.16426,1.0716,0.005875,0.005875,0.005875
252,1345.91,0.31942,0.29386,1.0916,0.99778,1,0.995,0.98399,0.25803,0.16152,1.06824,0.0058585,0.0058585,0.0058585
253,1350.95,0.31821,0.29479,1.0897,0.99476,1,0.995,0.98148,0.25383,0.16183,1.06368,0.005842,0.005842,0.005842
254,1356.06,0.31607,0.28751,1.09655,0.99438,1,0.995,0.986,0.24582,0.16023,1.05591,0.0058255,0.0058255,0.0058255
255,1361.31,0.32276,0.29785,1.10085,0.99444,1,0.995,0.98419,0.2502,0.16403,1.06031,0.005809,0.005809,0.005809
256,1366.57,0.31653,0.29636,1.09365,0.99417,1,0.995,0.98556,0.25067,0.16455,1.06235,0.0057925,0.0057925,0.0057925
257,1371.87,0.31568,0.28948,1.08117,0.99331,1,0.995,0.98652,0.25857,0.16845,1.06355,0.005776,0.005776,0.005776
258,1376.95,0.31489,0.2888,1.08831,0.99424,1,0.995,0.98736,0.25025,0.16003,1.06191,0.0057595,0.0057595,0.0057595
259,1382.23,0.3166,0.28374,1.08511,0.99375,1,0.995,0.98648,0.24988,0.16678,1.06553,0.005743,0.005743,0.005743
260,1387.36,0.32762,0.29426,1.09535,0.99549,1,0.995,0.98786,0.2524,0.16576,1.06689,0.0057265,0.0057265,0.0057265
261,1392.37,0.30423,0.28543,1.06997,0.99363,1,0.995,0.98859,0.25363,0.17034,1.06311,0.00571,0.00571,0.00571
262,1398.15,0.2973,0.2722,1.06725,0.99628,1,0.995,0.98813,0.25155,0.16491,1.06117,0.0056935,0.0056935,0.0056935
263,1403.19,0.30904,0.29648,1.09074,0.99322,1,0.995,0.98697,0.25267,0.166,1.05816,0.005677,0.005677,0.005677
264,1408.4,0.31675,0.29297,1.10859,0.99462,1,0.995,0.98687,0.25552,0.16131,1.06609,0.0056605,0.0056605,0.0056605
265,1413.45,0.3107,0.28369,1.0855,0.99371,1,0.995,0.98582,0.25112,0.16004,1.06876,0.005644,0.005644,0.005644
266,1418.57,0.31045,0.28378,1.08719,0.9941,1,0.995,0.98773,0.25253,0.16211,1.06592,0.0056275,0.0056275,0.0056275
267,1423.84,0.31007,0.28824,1.08797,0.99446,1,0.995,0.98629,0.25444,0.16143,1.06327,0.005611,0.005611,0.005611
268,1428.85,0.30865,0.28792,1.07735,0.99624,1,0.995,0.98346,0.25354,0.16287,1.06509,0.0055945,0.0055945,0.0055945
269,1434.08,0.30112,0.27895,1.07525,0.99553,1,0.995,0.98712,0.25462,0.15898,1.06816,0.005578,0.005578,0.005578
270,1439.35,0.31327,0.29238,1.10706,0.99546,1,0.995,0.98725,0.24844,0.15971,1.06649,0.0055615,0.0055615,0.0055615
271,1444.35,0.3001,0.27614,1.08579,0.99621,1,0.995,0.98885,0.24585,0.16232,1.0565,0.005545,0.005545,0.005545
272,1449.37,0.30672,0.28033,1.07137,0.99548,1,0.995,0.98889,0.2542,0.16624,1.06093,0.0055285,0.0055285,0.0055285
273,1454.4,0.30935,0.28339,1.10656,0.99712,1,0.995,0.98671,0.24911,0.1612,1.05357,0.005512,0.005512,0.005512
274,1459.65,0.30881,0.28172,1.081,0.99429,1,0.995,0.98781,0.25179,0.16412,1.05711,0.0054955,0.0054955,0.0054955
275,1464.66,0.29953,0.27004,1.0699,0.99358,1,0.995,0.98542,0.24468,0.15713,1.05348,0.005479,0.005479,0.005479
276,1469.82,0.30088,0.27391,1.08169,0.99731,1,0.995,0.98661,0.24417,0.1549,1.0573,0.0054625,0.0054625,0.0054625
277,1474.9,0.30134,0.2853,1.08414,0.99415,1,0.995,0.98462,0.24957,0.16128,1.06351,0.005446,0.005446,0.005446
278,1479.99,0.30583,0.28512,1.09115,0.99565,1,0.995,0.98346,0.24963,0.16096,1.06632,0.0054295,0.0054295,0.0054295
279,1485.24,0.29808,0.2774,1.07574,0.99555,1,0.995,0.98702,0.24881,0.16054,1.06296,0.005413,0.005413,0.005413
280,1490.55,0.29603,0.27869,1.07143,0.99521,1,0.995,0.98623,0.24899,0.16646,1.05258,0.0053965,0.0053965,0.0053965
281,1495.8,0.29048,0.27897,1.08482,0.99436,1,0.995,0.98695,0.24909,0.16432,1.06267,0.00538,0.00538,0.00538
282,1501.04,0.30238,0.27785,1.08127,0.99451,1,0.995,0.98819,0.24467,0.16041,1.04584,0.0053635,0.0053635,0.0053635
283,1506.32,0.30372,0.28084,1.08053,0.99498,0.99791,0.995,0.98672,0.24817,0.15996,1.04723,0.005347,0.005347,0.005347
284,1511.58,0.30459,0.28237,1.06996,0.99526,1,0.995,0.98646,0.2507,0.15977,1.04509,0.0053305,0.0053305,0.0053305
285,1516.65,0.30425,0.28165,1.08235,0.99603,1,0.995,0.98411,0.25128,0.16598,1.04503,0.005314,0.005314,0.005314
286,1521.98,0.2988,0.28333,1.06768,0.99552,0.99883,0.995,0.98638,0.2468,0.15945,1.04085,0.0052975,0.0052975,0.0052975
287,1526.83,0.2978,0.27792,1.05991,0.99487,0.99794,0.995,0.98665,0.24699,0.16328,1.04123,0.005281,0.005281,0.005281
288,1532.12,0.29602,0.28153,1.0614,0.99686,1,0.995,0.98871,0.24618,0.16672,1.03975,0.0052645,0.0052645,0.0052645
289,1537.46,0.30261,0.28643,1.07447,0.99615,1,0.995,0.98809,0.24357,0.16322,1.0407,0.005248,0.005248,0.005248
290,1542.5,0.30209,0.28551,1.085,0.99535,1,0.995,0.9846,0.23692,0.15527,1.03533,0.0052315,0.0052315,0.0052315
291,1547.55,0.29768,0.28526,1.0775,0.99629,1,0.995,0.98535,0.24284,0.16033,1.03117,0.005215,0.005215,0.005215
292,1552.78,0.29118,0.2728,1.05635,0.99618,1,0.995,0.98983,0.24171,0.15124,1.02792,0.0051985,0.0051985,0.0051985
293,1560.13,0.29681,0.27864,1.07585,0.99725,1,0.995,0.98643,0.24372,0.15294,1.03389,0.005182,0.005182,0.005182
294,1565.15,0.2894,0.26645,1.05846,0.99671,1,0.995,0.98788,0.24698,0.15366,1.05647,0.0051655,0.0051655,0.0051655
295,1570.42,0.29867,0.27392,1.06724,0.99512,1,0.995,0.98733,0.24414,0.1561,1.03084,0.005149,0.005149,0.005149
296,1575.69,0.29605,0.27726,1.06642,0.99421,1,0.995,0.98452,0.24636,0.15642,1.0236,0.0051325,0.0051325,0.0051325
297,1580.72,0.29212,0.27334,1.06707,0.9955,1,0.995,0.98699,0.24386,0.1506,1.02139,0.005116,0.005116,0.005116
298,1585.97,0.29606,0.27863,1.07545,0.99479,1,0.995,0.98617,0.24395,0.15158,1.02246,0.0050995,0.0050995,0.0050995
299,1591.07,0.30192,0.29019,1.08492,0.99545,1,0.995,0.98636,0.25139,0.1546,1.02818,0.005083,0.005083,0.005083
300,1596.06,0.29217,0.26921,1.07084,0.9944,1,0.995,0.98497,0.24929,0.15321,1.02815,0.0050665,0.0050665,0.0050665
301,1601.37,0.28923,0.2642,1.06142,0.99519,1,0.995,0.98401,0.24862,0.15319,1.02505,0.00505,0.00505,0.00505
302,1606.44,0.29659,0.27198,1.06821,0.99526,1,0.995,0.98388,0.25289,0.15554,1.02426,0.0050335,0.0050335,0.0050335
303,1611.7,0.29235,0.26477,1.07616,0.99626,1,0.995,0.98519,0.2474,0.14951,1.01936,0.005017,0.005017,0.005017
304,1616.97,0.28926,0.26567,1.06366,0.99473,1,0.995,0.98324,0.2481,0.15419,1.02013,0.0050005,0.0050005,0.0050005
305,1622.01,0.29948,0.27144,1.08285,0.99557,1,0.995,0.98401,0.24729,0.15385,1.01578,0.004984,0.004984,0.004984
306,1627.19,0.28852,0.2661,1.07131,0.99565,1,0.995,0.98434,0.24213,0.15028,1.01719,0.0049675,0.0049675,0.0049675
307,1632.15,0.28431,0.26309,1.05057,0.99412,1,0.995,0.98439,0.24547,0.15215,1.02021,0.004951,0.004951,0.004951
308,1637.39,0.29331,0.26732,1.06437,0.99521,1,0.995,0.98401,0.24365,0.14974,1.01851,0.0049345,0.0049345,0.0049345
309,1642.63,0.2942,0.27092,1.08032,0.99454,1,0.995,0.98525,0.23988,0.14668,1.01751,0.004918,0.004918,0.004918
310,1647.86,0.29295,0.27479,1.08045,0.99462,1,0.995,0.98378,0.2406,0.14966,1.0172,0.0049015,0.0049015,0.0049015
311,1653.21,0.28843,0.27403,1.07759,0.99628,1,0.995,0.98545,0.24079,0.15237,1.01953,0.004885,0.004885,0.004885
312,1658.5,0.28207,0.26762,1.0703,0.99477,1,0.995,0.98422,0.24265,0.1499,1.02188,0.0048685,0.0048685,0.0048685
313,1663.54,0.28838,0.26073,1.07297,0.99619,1,0.995,0.98637,0.23948,0.14282,1.01927,0.004852,0.004852,0.004852
314,1668.86,0.28125,0.26149,1.06359,0.99522,1,0.995,0.98651,0.23832,0.1441,1.01563,0.0048355,0.0048355,0.0048355
315,1673.88,0.28898,0.27903,1.06663,0.99485,1,0.995,0.98104,0.24732,0.14617,1.01551,0.004819,0.004819,0.004819
316,1679.1,0.27789,0.26445,1.06248,0.99541,1,0.995,0.98454,0.24697,0.14245,1.01466,0.0048025,0.0048025,0.0048025
317,1684.33,0.28631,0.26755,1.07723,0.9948,1,0.995,0.98303,0.24954,0.14131,1.01888,0.004786,0.004786,0.004786
318,1689.62,0.29266,0.26607,1.06549,0.99485,1,0.995,0.98659,0.2457,0.1421,1.01444,0.0047695,0.0047695,0.0047695
319,1694.67,0.28538,0.26572,1.06713,0.99568,1,0.995,0.98434,0.24431,0.14118,1.01169,0.004753,0.004753,0.004753
320,1699.93,0.28882,0.27691,1.06153,0.99606,1,0.995,0.98364,0.24523,0.1439,1.01609,0.0047365,0.0047365,0.0047365
321,1705.16,0.27674,0.25367,1.05488,0.99529,1,0.995,0.98604,0.24323,0.14628,1.01549,0.00472,0.00472,0.00472
322,1710.47,0.28144,0.26445,1.05532,0.99491,0.99745,0.995,0.98469,0.24584,0.1433,1.02215,0.0047035,0.0047035,0.0047035
323,1715.64,0.28711,0.27228,1.06763,0.99639,1,0.995,0.98656,0.2438,0.14358,1.03118,0.004687,0.004687,0.004687
324,1720.89,0.27459,0.25757,1.05154,0.99558,1,0.995,0.98601,0.24243,0.14154,1.02106,0.0046705,0.0046705,0.0046705
325,1726.06,0.28033,0.25986,1.06962,0.99489,0.99964,0.995,0.98895,0.24145,0.13954,1.02024,0.004654,0.004654,0.004654
326,1730.73,0.28111,0.26496,1.06702,0.99584,1,0.995,0.98784,0.24362,0.14224,1.02865,0.0046375,0.0046375,0.0046375
327,1735.97,0.27878,0.26368,1.06714,0.99615,1,0.995,0.98626,0.23686,0.14088,1.01495,0.004621,0.004621,0.004621
328,1741.12,0.28115,0.26367,1.05638,0.99544,1,0.995,0.98494,0.23681,0.13872,1.01425,0.0046045,0.0046045,0.0046045
329,1746.11,0.28129,0.26306,1.06338,0.99714,1,0.995,0.98556,0.23991,0.13874,1.01427,0.004588,0.004588,0.004588
330,1751.34,0.27966,0.25862,1.05522,0.99615,0.99535,0.995,0.98526,0.24159,0.1393,1.01705,0.0045715,0.0045715,0.0045715
331,1756.35,0.28395,0.27143,1.06799,0.9951,0.99958,0.995,0.98517,0.24276,0.14051,1.01621,0.004555,0.004555,0.004555
332,1761.55,0.2819,0.26232,1.0532,0.99575,1,0.995,0.98253,0.24075,0.13613,1.01842,0.0045385,0.0045385,0.0045385
333,1766.82,0.27053,0.25507,1.05599,0.9949,0.99479,0.995,0.98104,0.24747,0.1424,1.02158,0.004522,0.004522,0.004522
334,1771.81,0.2762,0.25994,1.06421,0.99547,0.99436,0.995,0.98267,0.24799,0.14799,1.02087,0.0045055,0.0045055,0.0045055
335,1777.04,0.27782,0.25534,1.05658,0.99603,0.99447,0.995,0.98512,0.24772,0.14364,1.02403,0.004489,0.004489,0.004489
336,1782.04,0.2815,0.25472,1.05845,0.99537,0.99776,0.995,0.9833,0.24734,0.14239,1.02299,0.0044725,0.0044725,0.0044725
337,1787.3,0.27289,0.26004,1.04586,0.99614,1,0.995,0.98129,0.24917,0.1417,1.025,0.004456,0.004456,0.004456
338,1792.58,0.28264,0.25795,1.0548,0.9948,1,0.995,0.98589,0.25071,0.13973,1.02902,0.0044395,0.0044395,0.0044395
339,1797.82,0.27799,0.26042,1.05543,0.99571,1,0.995,0.9855,0.24795,0.14158,1.02615,0.004423,0.004423,0.004423
340,1802.77,0.27992,0.25832,1.06489,0.99589,1,0.995,0.98618,0.24416,0.14284,1.02043,0.0044065,0.0044065,0.0044065
341,1807.95,0.27893,0.25453,1.0655,0.99481,1,0.995,0.98522,0.24737,0.14123,1.01969,0.00439,0.00439,0.00439
342,1812.96,0.27584,0.25824,1.04871,0.99497,1,0.995,0.9835,0.24255,0.13661,1.02008,0.0043735,0.0043735,0.0043735
343,1817.96,0.27625,0.26429,1.06478,0.9949,1,0.995,0.98615,0.24381,0.13788,1.0212,0.004357,0.004357,0.004357
344,1823.19,0.2757,0.25629,1.06666,0.99461,1,0.995,0.988,0.24218,0.13821,1.02032,0.0043405,0.0043405,0.0043405
345,1828.21,0.2698,0.25144,1.0527,0.99514,1,0.995,0.98605,0.24519,0.1409,1.01922,0.004324,0.004324,0.004324
346,1833.1,0.27037,0.24817,1.06197,0.99635,1,0.995,0.98466,0.24711,0.14142,1.02362,0.0043075,0.0043075,0.0043075
347,1838.11,0.26373,0.2445,1.05634,0.99583,1,0.995,0.98329,0.25035,0.14077,1.0269,0.004291,0.004291,0.004291
348,1843.18,0.26879,0.24568,1.05131,0.99692,1,0.995,0.98962,0.24488,0.13838,1.02539,0.0042745,0.0042745,0.0042745
349,1848.22,0.27108,0.26102,1.0676,0.99475,1,0.995,0.98623,0.24548,0.1423,1.02629,0.004258,0.004258,0.004258
350,1853.47,0.26559,0.24553,1.05386,0.99513,1,0.995,0.987,0.24452,0.13786,1.02556,0.0042415,0.0042415,0.0042415
351,1858.49,0.27176,0.25313,1.06575,0.99478,1,0.995,0.98913,0.24066,0.1364,1.01916,0.004225,0.004225,0.004225
352,1863.82,0.28034,0.25439,1.0638,0.99714,1,0.995,0.98875,0.23889,0.13804,1.01678,0.0042085,0.0042085,0.0042085
353,1869.16,0.26565,0.24697,1.06075,0.9976,1,0.995,0.98838,0.24011,0.13932,1.01651,0.004192,0.004192,0.004192
354,1874.31,0.26971,0.25152,1.05655,0.99655,1,0.995,0.98844,0.23998,0.13685,1.01712,0.0041755,0.0041755,0.0041755
355,1879.6,0.2625,0.24831,1.04637,0.99642,1,0.995,0.98934,0.24026,0.13549,1.01973,0.004159,0.004159,0.004159
356,1884.68,0.26046,0.23959,1.0453,0.99661,1,0.995,0.98824,0.24096,0.13509,1.02247,0.0041425,0.0041425,0.0041425
357,1889.91,0.27031,0.25561,1.07695,0.99663,1,0.995,0.98541,0.2423,0.13963,1.01756,0.004126,0.004126,0.004126
358,1895.14,0.26585,0.25521,1.05246,0.99576,1,0.995,0.98803,0.23863,0.13544,1.01831,0.0041095,0.0041095,0.0041095
359,1900.18,0.25908,0.24254,1.0519,0.99543,1,0.995,0.98689,0.2401,0.13877,1.01809,0.004093,0.004093,0.004093
360,1905.43,0.26288,0.24786,1.05177,0.99764,1,0.995,0.98527,0.24148,0.13809,1.01855,0.0040765,0.0040765,0.0040765
361,1910.67,0.26877,0.25455,1.03869,0.99659,1,0.995,0.98454,0.24246,0.14037,1.01718,0.00406,0.00406,0.00406
362,1915.71,0.26967,0.25039,1.06459,0.99633,1,0.995,0.98485,0.24528,0.1379,1.01808,0.0040435,0.0040435,0.0040435
363,1921,0.25838,0.24241,1.04927,0.99602,1,0.995,0.98515,0.24492,0.13725,1.02211,0.004027,0.004027,0.004027
364,1926.27,0.26134,0.24737,1.06269,0.9969,1,0.995,0.98813,0.23901,0.13386,1.02057,0.0040105,0.0040105,0.0040105
365,1931.5,0.26444,0.25043,1.05939,0.99553,1,0.995,0.98633,0.23891,0.13327,1.02101,0.003994,0.003994,0.003994
366,1936.58,0.25687,0.23589,1.04708,0.99746,1,0.995,0.98608,0.23875,0.13307,1.02404,0.0039775,0.0039775,0.0039775
367,1941.73,0.26239,0.24816,1.05284,0.99552,1,0.995,0.98593,0.23971,0.13346,1.02389,0.003961,0.003961,0.003961
368,1946.74,0.25786,0.2414,1.0393,0.99769,1,0.995,0.98677,0.2427,0.13275,1.02728,0.0039445,0.0039445,0.0039445
369,1951.95,0.26177,0.24905,1.05234,0.99616,1,0.995,0.98577,0.2425,0.13386,1.02616,0.003928,0.003928,0.003928
370,1957.08,0.26597,0.24897,1.06769,0.9975,1,0.995,0.98687,0.2379,0.13485,1.02157,0.0039115,0.0039115,0.0039115
371,1962.42,0.26019,0.24502,1.05163,0.99767,1,0.995,0.98576,0.23662,0.13552,1.01955,0.003895,0.003895,0.003895
372,1967.66,0.26849,0.24835,1.06488,0.99717,1,0.995,0.9867,0.23734,0.13858,1.02124,0.0038785,0.0038785,0.0038785
373,1972.71,0.27059,0.2546,1.05556,0.99707,1,0.995,0.98796,0.2394,0.1363,1.02041,0.003862,0.003862,0.003862
374,1977.75,0.26684,0.25087,1.06052,0.99813,1,0.995,0.98573,0.23997,0.13542,1.01955,0.0038455,0.0038455,0.0038455
375,1982.95,0.26319,0.23977,1.05804,0.99649,1,0.995,0.98739,0.23941,0.13559,1.01976,0.003829,0.003829,0.003829
376,1988.04,0.26024,0.24117,1.05089,0.99694,1,0.995,0.98749,0.24353,0.1332,1.02389,0.0038125,0.0038125,0.0038125
377,1993.27,0.25622,0.23936,1.04836,0.99695,1,0.995,0.9862,0.24288,0.13324,1.02783,0.003796,0.003796,0.003796
378,1998.47,0.25942,0.25001,1.05558,0.99728,1,0.995,0.98838,0.24324,0.13349,1.02693,0.0037795,0.0037795,0.0037795
379,2003.65,0.25657,0.24545,1.05793,0.99627,1,0.995,0.98632,0.24074,0.13379,1.02451,0.003763,0.003763,0.003763
380,2008.75,0.25058,0.24337,1.04128,0.99528,1,0.995,0.98601,0.24045,0.13364,1.02372,0.0037465,0.0037465,0.0037465
381,2013.86,0.25858,0.24226,1.04802,0.99685,1,0.995,0.98588,0.24132,0.13463,1.02257,0.00373,0.00373,0.00373
382,2019.08,0.25271,0.24197,1.04215,0.99693,1,0.995,0.985,0.23953,0.13365,1.01998,0.0037135,0.0037135,0.0037135
383,2024.09,0.25248,0.23897,1.0517,0.99569,1,0.995,0.98523,0.23983,0.13307,1.02094,0.003697,0.003697,0.003697
384,2029.39,0.25798,0.23866,1.04477,0.99618,1,0.995,0.98449,0.24063,0.12937,1.02377,0.0036805,0.0036805,0.0036805
385,2034.44,0.25154,0.22434,1.04443,0.99511,1,0.995,0.98511,0.23724,0.1297,1.02281,0.003664,0.003664,0.003664
386,2039.67,0.25413,0.23469,1.05065,0.99486,1,0.995,0.98489,0.24068,0.1341,1.0228,0.0036475,0.0036475,0.0036475
387,2044.81,0.25885,0.25142,1.06988,0.99534,1,0.995,0.98394,0.24465,0.13456,1.02701,0.003631,0.003631,0.003631
388,2049.87,0.25124,0.2318,1.05215,0.99522,1,0.995,0.98377,0.24438,0.13362,1.02547,0.0036145,0.0036145,0.0036145
389,2054.94,0.25868,0.2401,1.04982,0.99655,1,0.995,0.98543,0.24486,0.13266,1.02206,0.003598,0.003598,0.003598
390,2060.18,0.24998,0.22953,1.04872,0.99695,1,0.995,0.98617,0.24441,0.13448,1.01996,0.0035815,0.0035815,0.0035815
391,2065.24,0.25025,0.22798,1.05955,0.99738,1,0.995,0.98447,0.23987,0.13178,1.02011,0.003565,0.003565,0.003565
392,2070.45,0.25378,0.24028,1.04984,0.99753,1,0.995,0.98605,0.24102,0.13314,1.02005,0.0035485,0.0035485,0.0035485
